1725886194 992748 992748 0.009094 Package_0
1725886194 996777 4029 0.010254 Package_0
1725886194 997735 0958 0.010010 Package_0
1725886194 998699 0964 0.009949 Package_0
1725886194 999767 1068 0.010376 Package_0
1725886195 001715 -998052 0.009888 Package_0
1725886195 003770 2055 0.009949 Package_0
1725886195 004736 0966 0.009094 Package_0
1725886195 006780 2044 0.010132 Package_0
1725886195 010782 4002 0.008057 Package_0
1725886195 011780 0998 0.008179 Package_0
1725886195 013696 1916 0.008606 Package_0
1725886195 015754 2058 0.008789 Package_0
1725886195 017776 2022 0.009766 Package_0
1725886195 018747 0971 0.009399 Package_0
1725886195 021745 2998 0.009888 Package_0
1725886195 024746 3001 0.009888 Package_0
1725886195 029724 4978 0.011169 Package_0
1725886195 031776 2052 0.009705 Package_0
1725886195 032738 0962 0.009033 Package_0
1725886195 033697 0959 0.009033 Package_0
1725886195 035734 2037 0.009033 Package_0
1725886195 037775 2041 0.009460 Package_0
1725886195 040420 2645 0.009705 Package_0
1725886195 040792 0372 0.011353 Package_0
1725886195 041751 0959 0.009521 Package_0
1725886195 043698 1947 0.009155 Package_0
1725886195 045742 2044 0.008667 Package_0
1725886195 046711 0969 0.009216 Package_0
1725886195 048403 1692 0.010315 Package_0
1725886195 049733 1330 0.009888 Package_0
1725886195 050703 0970 0.010071 Package_0
1725886195 051802 1099 0.011169 Package_0
1725886195 053736 1934 0.009766 Package_0
1725886195 054705 0969 0.009827 Package_0
1725886195 056749 2044 0.009521 Package_0
1725886195 057713 0964 0.008423 Package_0
1725886195 060780 3067 0.011169 Package_0
1725886195 062725 1945 0.010986 Package_0
1725886195 063917 1192 0.009949 Package_0
1725886195 064782 0865 0.010376 Package_0
1725886195 068798 4016 0.010803 Package_0
1725886195 069766 0968 0.009888 Package_0
1725886195 071700 1934 0.010071 Package_0
1725886195 073749 2049 0.009521 Package_0
1725886195 074707 0958 0.009521 Package_0
1725886195 078732 4025 0.009155 Package_0
1725886195 079965 1233 0.009094 Package_0
1725886195 080790 0825 0.009949 Package_0
1725886195 081765 0975 0.008240 Package_0
1725886195 083725 1960 0.008057 Package_0
1725886195 084791 1066 0.008972 Package_0
1725886195 086730 1939 0.008667 Package_0
1725886195 087800 1070 0.009766 Package_0
1725886195 089738 1938 0.008911 Package_0
1725886195 090804 1066 0.009766 Package_0
1725886195 092725 1921 0.009766 Package_0
1725886195 093793 1068 0.011292 Package_0
1725886195 096786 2993 0.011292 Package_0
1725886195 097746 0960 0.009949 Package_0
1725886195 105798 8052 0.010132 Package_0
1725886195 106770 0972 0.009399 Package_0
1725886195 109790 3020 0.010620 Package_0
1725886195 112797 3007 0.010742 Package_0
1725886195 116706 3909 0.009399 Package_0
1725886195 118783 2077 0.009094 Package_0
1725886195 119749 0966 0.009583 Package_0
1725886195 120709 0960 0.009399 Package_0
1725886195 121703 0994 0.010193 Package_0
1725886195 124730 3027 0.010437 Package_0
1725886195 131703 6973 0.010437 Package_0
1725886195 132778 1075 0.012573 Package_0
1725886195 133741 0963 0.011169 Package_0
1725886195 136729 2988 0.009705 Package_0
1725886195 138764 2035 0.009155 Package_0
1725886195 142746 3982 0.009888 Package_0
1725886195 144774 2028 0.011169 Package_0
1725886195 145738 0964 0.009399 Package_0
1725886195 147769 2031 0.010620 Package_0
1725886195 148731 0962 0.008972 Package_0
1725886195 149811 1080 0.010010 Package_0
1725886195 150768 0957 0.009216 Package_0
1725886195 152079 1311 0.009033 Package_0
1725886195 153803 1724 0.009521 Package_0
1725886195 154772 0969 0.007874 Package_0
1725886195 157805 3033 0.008850 Package_0
1725886195 158788 0983 0.008240 Package_0
1725886195 160749 1961 0.008972 Package_0
1725886195 161711 0962 0.008728 Package_0
1725886195 165800 4089 0.010986 Package_0
1725886195 166762 0962 0.009766 Package_0
1725886195 168710 1948 0.010071 Package_0
1725886195 171722 3012 0.009827 Package_0
1725886195 172801 1079 0.011353 Package_0
1725886195 173772 0971 0.010986 Package_0
1725886195 174730 0958 0.010803 Package_0
1725886195 175894 1164 0.010986 Package_0
1725886195 179784 3890 0.009949 Package_0
1725886195 186787 7003 0.011169 Package_0
1725886195 187745 0958 0.009644 Package_0
1725886195 189775 2030 0.010376 Package_0
1725886195 190735 0960 0.009277 Package_0
1725886195 193766 3031 0.009888 Package_0
1725886195 196763 2997 0.010681 Package_0
1725886195 199758 2995 0.010254 Package_0
1725886195 200720 0962 0.010376 Package_0
1725886195 202784 2064 0.010193 Package_0
1725886195 203887 1103 0.009399 Package_0
1725886195 204714 0827 0.011292 Package_0
1725886195 206744 2030 0.011597 Package_0
1725886195 208797 2053 0.012878 Package_0
1725886195 209763 0966 0.010254 Package_0
1725886195 210726 0963 0.009583 Package_0
1725886195 212765 2039 0.009766 Package_0
1725886195 216758 3993 0.010437 Package_0
1725886195 220745 3987 0.010254 Package_0
1725886195 222802 2057 0.010742 Package_0
1725886195 225717 2915 0.009583 Package_0
1725886195 226782 1065 0.010254 Package_0
1725886195 228708 1926 0.008362 Package_0
1725886195 229798 1090 0.009338 Package_0
1725886195 233765 3967 0.009460 Package_0
1725886195 236707 2942 0.009583 Package_0
1725886195 237790 1083 0.011353 Package_0
1725886195 238751 0961 0.010437 Package_0
1725886195 239719 0968 0.010315 Package_0
1725886195 242726 3007 0.010315 Package_0
1725886195 245731 3005 0.010681 Package_0
1725886195 246803 1072 0.012817 Package_0
1725886195 250707 3904 0.009705 Package_0
1725886195 251785 1078 0.010742 Package_0
1725886195 256760 4975 0.008667 Package_0
1725886195 257736 0976 0.009094 Package_0
1725886195 260762 3026 0.009705 Package_0
1725886195 266712 5950 0.009338 Package_0
1725886195 269712 3000 0.009949 Package_0
1725886195 272715 3003 0.010376 Package_0
1725886195 273792 1077 0.010986 Package_0
1725886195 274761 0969 0.009888 Package_0
1725886195 277777 3016 0.010742 Package_0
1725886195 278756 0979 0.011047 Package_0
1725886195 281773 3017 0.011780 Package_0
1725886195 282743 0970 0.009216 Package_0
1725886195 283715 0972 0.009216 Package_0
1725886195 285762 2047 0.009399 Package_0
1725886195 287705 1943 0.009827 Package_0
1725886195 293714 6009 0.009155 Package_0
1725886195 295797 2083 0.009155 Package_0
1725886195 296731 0934 0.009155 Package_0
1725886195 298764 2033 0.008911 Package_0
1725886195 299726 0962 0.008179 Package_0
1725886195 300804 1078 0.008850 Package_0
1725886195 304779 3975 0.009460 Package_0
1725886195 306708 1929 0.009583 Package_0
1725886195 308773 2065 0.008972 Package_0
1725886195 309736 0963 0.008789 Package_0
1725886195 310803 1067 0.010437 Package_0
1725886195 314756 3953 0.009766 Package_0
1725886195 318708 3952 0.010071 Package_0
1725886195 321717 3009 0.011292 Package_0
1725886195 322802 1085 0.012634 Package_0
1725886195 323766 0964 0.009338 Package_0
1725886195 324730 0964 0.009521 Package_0
1725886195 325801 1071 0.010437 Package_0
1725886195 326765 0964 0.009399 Package_0
1725886195 327733 0968 0.009644 Package_0
1725886195 332788 5055 0.011719 Package_0
1725886195 333748 0960 0.009827 Package_0
1725886195 334702 0954 0.009399 Package_0
1725886195 336736 2034 0.009338 Package_0
1725886195 339873 3137 0.009705 Package_0
1725886195 340709 0836 0.010681 Package_0
1725886195 341801 1092 0.011597 Package_0
1725886195 342762 0961 0.010254 Package_0
1725886195 346730 3968 0.010315 Package_0
1725886195 348771 2041 0.008972 Package_0
1725886195 351834 3063 0.011475 Package_0
1725886195 352749 0915 0.011414 Package_0
1725886195 353736 0987 0.011597 Package_0
1725886195 355780 2044 0.010620 Package_0
1725886195 356746 0966 0.009583 Package_0
1725886195 357710 0964 0.009521 Package_0
1725886195 358798 1088 0.011047 Package_0
1725886195 363733 4935 0.010071 Package_0
1725886195 364807 1074 0.010742 Package_0
1725886195 365772 0965 0.010132 Package_0
1725886195 367898 2126 0.009338 Package_0
1725886195 368709 0811 0.009949 Package_0
1725886195 369810 1101 0.010620 Package_0
1725886195 371739 1929 0.009460 Package_0
1725886195 372704 0965 0.008850 Package_0
1725886195 373786 1082 0.009338 Package_0
1725886195 376709 2923 0.008423 Package_0
1725886195 378757 2048 0.009033 Package_0
1725886195 379720 0963 0.009094 Package_0
1725886195 381750 2030 0.009338 Package_0
